"incentivize","to be given an incentive","verb"
"inceptive","marking the beginning or formation","adjective"
"incipient","beginning; in an early stage","adjective"
"inclinometer","instrument for measuring inclination to the horizontal of an axis","noun"
"incommode","to cause trouble or inconvenience to","verb"
"incondite","not well put together; poorly constructed","adjective"
"increscent","waxing","adjective"
"inculcate","implant in by persistent urging","verb"
"incult","uncultivated; coarse","adjective"
"incunabulum","early printed book; early version of a thing","plural noun,"
"indagate","to search out; to investigate","verb"
"indicia","indicating marks or symptoms","plural noun,"
"indigence","poverty; state of being needy","noun"
"indigo","deep blue-violet colour; a blue-violet dye","noun"
"indite","to compose","verb"
"indulgence","former Catholic pardon granted for remission of punishment for sins","noun"
"indumentum","total body covering of hair, fur or feathers","noun"
"inessive","indicating location within","adjective"
"inexpiable","that which cannot be expiated or atoned for","adjective"
"infarction","tissue dying due to lack of blood flow","noun"
"infelicitous","inappropriate in application or expression","adjective"
"inflorescence","process of producing flowers; flowering","noun"
"infra","below; later in a text","adverb"
"infundibuliform","having the form or shape of a funnel or cone","adjective"
"ingeminate","to reiterate; to redouble","verb"
"ingle","a fire in a room; a fireplace","noun"
"ingravescent","becoming more severe","adjective"
"inguinal","of, like or pertaining to the groin","adjective"
"inhumation","burial; act of depositing in the ground","verb"
"inimical","hostile; harmful","adjective"
"inkhorn","portable case for ink","noun"
"inly","inwardly; thoroughly","adverb"
"innominate","having no name","adjective"
"inoperculate","without an operculum or lid","adjective"
"inquiline","living with another; dwelling in another creature's lair","noun"
"inquorate","not making up a quorum","adjective"
"insectifuge","insect repellent","noun"
"insectology","study of insects","noun"
"insolate","to treat by exposure to the sun's rays","verb"
"insouciant","lighthearted and unconcerned","adjective"
"inspissate","to thicken or condense","verb"
"instauration","restoration; renewal","noun"
"instructive","indicating means whereby","adjective"
"instrumentalism","doctrine that ideas are instruments of action","noun"
"integument","an external covering or coating","noun"
"intellectualism","belief that all knowledge is derived from reason","noun"
"intercalation","interpolation; insertion between others","noun"
"interferometer","instrument for analysing spectra of light","noun"
"intergrade","to merge or shade by means of intermediate steps","noun"
"interjacent","intervening; situated between two things","adjective"
"interlaminate","to insert between layers","verb"
"internuncio","messenger between two parties; low-ranking papal legate","noun"
"interpellation","question raised during the course of debate","noun"
"interrobang","combination of exclamation point and question mark","noun"
"intertrigo","skin rash due to friction of two moist surfaces","noun"
"intervolve","to roll up or entwine with one another","verb"
"intitule","to endow or furnish with a title","verb"
"intrados","undersurface of an arch or vault","noun"
"intromit","to introduce; to admit; to insert","verb"
"intumesce","to enlarge; to swell; to bubble","verb"
"inurbanity","lack of manners or deportment; incivility","adjective"
"inveigh","to make an attack in speech or writing","verb"
